Outlet Name,Outlet GSTIN Code,Invoice No,Invoice Date,Taxable Line Amt,SGST_Tax_Rate,SGST_Tax_Value,CGST_Tax_Rate,CGST_Tax_Value,Cess_Tax_Rate,Cess_Tax_Value,Total Tax Amount,Net Amount
ADITYA VT. STORE,,580218001795,6/27/2018,301.32,9,27.12,9,27.12,0,0,54.24,355.56
ADITYA VT. STORE,,580218001795,6/27/2018,158.28,6,9.5,6,9.5,0,0,19,177.28
ADITYA VT. STORE,,580218001795,6/27/2018,66.37,6,3.98,6,3.98,0,0,7.96,74.33
ADITYA VT. STORE,,580218001795,6/27/2018,97.4,6,5.84,6,5.84,0,0,11.68,109.08
BINAPANI STORE,,580218001796,6/27/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
BINAPANI STORE,,580218001796,6/27/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
BINAPANI STORE,,580218001796,6/27/2018,51.95,14,7.27,14,7.27,12,6.23,20.77,72.72
BINAPANI STORE,,580218001796,6/27/2018,51.95,14,7.27,14,7.27,12,6.23,20.77,72.72
BINAPANI STORE,,580218001796,6/27/2018,64.93,6,3.9,6,3.9,0,0,7.8,72.73
BINAPANI STORE,,580218001796,6/27/2018,605.05,6,36.3,6,36.3,0,0,72.6,677.65
DEVA V STORE,,580218001797,6/27/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
DEVA V STORE,,580218001797,6/27/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
DEVA V STORE,,580218001797,6/27/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
DEVA V STORE,,580218001797,6/27/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
DEVA V STORE,,580218001797,6/27/2018,53.85,9,4.85,9,4.85,0,0,9.7,63.55
DEVA V STORE,,580218001797,6/27/2018,45.72,14,6.4,14,6.4,12,5.49,18.29,64.01
DEVA V STORE,,580218001797,6/27/2018,45.72,14,6.4,14,6.4,12,5.49,18.29,64.01
DEVA V STORE,,580218001797,6/27/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
DEVA V STORE,,580218001797,6/27/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
DEVA V STORE,,580218001797,6/27/2018,105.52,6,6.33,6,6.33,0,0,12.66,118.18
DEVA V STORE,,580218001797,6/27/2018,97.4,6,5.84,6,5.84,0,0,11.68,109.08
SANJIB VT STORE,,580218001798,6/27/2018,389.61,14,54.55,14,54.55,12,46.75,155.85,545.46
SANJIB VT STORE,,580218001798,6/27/2018,389.61,14,54.55,14,54.55,12,46.75,155.85,545.46
SANJIB VT STORE,,580218001798,6/27/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
SANJIB VT STORE,,580218001798,6/27/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
RAJU VARIETY STORE,,580218001799,6/27/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
RAJU VARIETY STORE,,580218001799,6/27/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
RAJU VARIETY STORE,,580218001799,6/27/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
RAJU VARIETY STORE,,580218001799,6/27/2018,231.12,9,20.8,9,20.8,0,0,41.6,272.72
RAJU VARIETY STORE,,580218001799,6/27/2018,233.77,14,32.73,14,32.73,12,28.05,93.51,327.28
RAJU VARIETY STORE,,580218001799,6/27/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
RAJU VARIETY STORE,,580218001799,6/27/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
RAJU VARIETY STORE,,580218001799,6/27/2018,51.95,14,7.27,14,7.27,12,6.23,20.77,72.72
RAJU VARIETY STORE,,580218001799,6/27/2018,51.95,14,7.27,14,7.27,12,6.23,20.77,72.72
RAJU VARIETY STORE,,580218001799,6/27/2018,158.28,6,9.5,6,9.5,0,0,19,177.28
RAJU VARIETY STORE,,580218001799,6/27/2018,64.93,6,3.9,6,3.9,0,0,7.8,72.73
RAJU VARIETY STORE,,580218001799,6/27/2018,77.64,6,4.66,6,4.66,0,0,9.32,86.96
PANCHAMUKHI STORE,,580218001800,6/27/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
PANCHAMUKHI STORE,,580218001800,6/27/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
PANCHAMUKHI STORE,,580218001800,6/27/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
PANCHAMUKHI STORE,,580218001800,6/27/2018,115.56,9,10.4,9,10.4,0,0,20.8,136.36
PANCHAMUKHI STORE,,580218001800,6/27/2018,51.95,14,7.27,14,7.27,12,6.23,20.77,72.72
PANCHAMUKHI STORE,,580218001800,6/27/2018,51.95,14,7.27,14,7.27,12,6.23,20.77,72.72
PANCHAMUKHI STORE,,580218001800,6/27/2018,64.93,6,3.9,6,3.9,0,0,7.8,72.73
PANCHAMUKHI STORE,,580218001800,6/27/2018,605.05,6,36.3,6,36.3,0,0,72.6,677.65
KOLKATA SWEETS,,580218001801,6/27/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
KOLKATA SWEETS,,580218001801,6/27/2018,51.95,14,7.27,14,7.27,12,6.23,20.77,72.72
KOLKATA SWEETS,,580218001801,6/27/2018,51.95,14,7.27,14,7.27,12,6.23,20.77,72.72
KOLKATA SWEETS,,580218001801,6/27/2018,301.32,9,27.12,9,27.12,0,0,54.24,355.56
KOLKATA SWEETS,,580218001801,6/27/2018,105.52,6,6.33,6,6.33,0,0,12.66,118.18
KOLKATA SWEETS,,580218001801,6/27/2018,64.93,6,3.9,6,3.9,0,0,7.8,72.73
KOLKATA SWEETS,,580218001801,6/27/2018,605.05,6,36.3,6,36.3,0,0,72.6,677.65
BHARATI VERITY STORE,,580218001802,6/27/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
BHARATI VERITY STORE,,580218001802,6/27/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
BHARATI VERITY STORE,,580218001802,6/27/2018,389.61,14,54.55,14,54.55,12,46.75,155.85,545.46
BHARATI VERITY STORE,,580218001802,6/27/2018,231.12,9,20.8,9,20.8,0,0,41.6,272.72
BHARATI VERITY STORE,,580218001802,6/27/2018,233.77,14,32.73,14,32.73,12,28.05,93.51,327.28
BHARATI VERITY STORE,,580218001802,6/27/2018,233.77,14,32.73,14,32.73,12,28.05,93.51,327.28
BHARATI VERITY STORE,,580218001802,6/27/2018,233.76,14,32.73,14,32.73,12,28.05,93.51,327.27
BHARATI VERITY STORE,,580218001802,6/27/2018,215.42,9,19.39,9,19.39,0,0,38.78,254.2
BHARATI VERITY STORE,,580218001802,6/27/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
BHARATI VERITY STORE,,580218001802,6/27/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
BHARATI VERITY STORE,,580218001802,6/27/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
BHARATI VERITY STORE,,580218001802,6/27/2018,265.49,6,15.93,6,15.93,0,0,31.86,297.35
SANU STORE,,580218001803,6/27/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
SANU STORE,,580218001803,6/27/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
SANU STORE,,580218001803,6/27/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
SANU STORE,,580218001803,6/27/2018,107.71,9,9.69,9,9.69,0,0,19.38,127.09
SANU STORE,,580218001803,6/27/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
SANU STORE,,580218001803,6/27/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
SANU STORE,,580218001803,6/27/2018,51.95,14,7.27,14,7.27,12,6.23,20.77,72.72
SANU STORE,,580218001803,6/27/2018,51.95,14,7.27,14,7.27,12,6.23,20.77,72.72
SANU STORE,,580218001803,6/27/2018,105.52,6,6.33,6,6.33,0,0,12.66,118.18
SANU STORE,,580218001803,6/27/2018,66.37,6,3.98,6,3.98,0,0,7.96,74.33
SANU STORE,,580218001803,6/27/2018,64.93,6,3.9,6,3.9,0,0,7.8,72.73
SANU STORE,,580218001803,6/27/2018,77.64,6,4.66,6,4.66,0,0,9.32,86.96
KRISHNA BETEL SHOP,,00580218O01804,6/28/2018,350.65,14,49.09,14,49.09,12,42.08,140.26,490.91
CREAM CENTER,,00580218O01805,6/28/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
CREAM CENTER,,00580218O01805,6/28/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
CREAM CENTER,,00580218O01805,6/28/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
CREAM CENTER,,00580218O01805,6/28/2018,231.12,9,20.8,9,20.8,0,0,41.6,272.72
MAHAVEER BETEL SHOP,,00580218O01806,6/28/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
MAHAVEER BETEL SHOP,,00580218O01806,6/28/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
MAHAVEER BETEL SHOP,,00580218O01806,6/28/2018,301.32,9,27.12,9,27.12,0,0,54.24,355.56
MAHAVEER BETEL SHOP,,00580218O01806,6/28/2018,605.05,6,36.3,6,36.3,0,0,72.6,677.65
FREEZING POINT,,00580218O01807,6/28/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
FREEZING POINT,,00580218O01807,6/28/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
FREEZING POINT,,00580218O01807,6/28/2018,623.38,14,87.27,14,87.27,12,74.81,249.35,872.73
FREEZING POINT,,00580218O01807,6/28/2018,265.49,6,15.93,6,15.93,0,0,31.86,297.35
SAHOO GENERAL  STORE,,00580218O01808,6/28/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
SAHOO GENERAL  STORE,,00580218O01808,6/28/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
SAHOO GENERAL  STORE,,00580218O01808,6/28/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
SAHOO GENERAL  STORE,,00580218O01808,6/28/2018,38.96,14,5.45,14,5.45,12,4.68,15.58,54.54
SAHOO GENERAL  STORE,,00580218O01808,6/28/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
SAHOO GENERAL  STORE,,00580218O01808,6/28/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
RAJA STORE-,,00580218O01809,6/28/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
RAJA STORE-,,00580218O01809,6/28/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
RAJA STORE-,,00580218O01809,6/28/2018,107.71,9,9.69,9,9.69,0,0,19.38,127.09
RAJA STORE-,,00580218O01809,6/28/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
RAJA STORE-,,00580218O01809,6/28/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
RAJA STORE-,,00580218O01809,6/28/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
SUVAM VERIETY STORE --,,00580218O01810,6/28/2018,48.7,14,6.82,14,6.82,12,5.84,19.48,68.18
SUVAM VERIETY STORE --,,00580218O01810,6/28/2018,48.7,14,6.82,14,6.82,12,5.84,19.48,68.18
SUVAM VERIETY STORE --,,00580218O01810,6/28/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
SUVAM VERIETY STORE --,,00580218O01810,6/28/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
R.K.HALDAR STORE-,,00580218O01811,6/28/2018,48.7,14,6.82,14,6.82,12,5.84,19.48,68.18
R.K.HALDAR STORE-,,00580218O01811,6/28/2018,48.7,14,6.82,14,6.82,12,5.84,19.48,68.18
R.K.HALDAR STORE-,,00580218O01811,6/28/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
R.K.HALDAR STORE-,,00580218O01811,6/28/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
R.K.HALDAR STORE-,,00580218O01811,6/28/2018,51.95,14,7.27,14,7.27,12,6.23,20.77,72.72
R.K.HALDAR STORE-,,00580218O01811,6/28/2018,51.95,14,7.27,14,7.27,12,6.23,20.77,72.72
MAMUNI B . SHOP,,00580218O01812,6/28/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
MAMUNI B . SHOP,,00580218O01812,6/28/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
MAMUNI B . SHOP,,00580218O01812,6/28/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
MAMUNI B . SHOP,,00580218O01812,6/28/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
MAMUNI B . SHOP,,00580218O01812,6/28/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
MAMUNI B . SHOP,,00580218O01812,6/28/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
P.HALDAR,,00580218O01813,6/28/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
P.HALDAR,,00580218O01813,6/28/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
P.HALDAR,,00580218O01813,6/28/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
P.HALDAR,,00580218O01813,6/28/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
P.HALDAR,,00580218O01813,6/28/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
P.HALDAR,,00580218O01813,6/28/2018,51.95,14,7.27,14,7.27,12,6.23,20.77,72.72
P.HALDAR,,00580218O01813,6/28/2018,51.95,14,7.27,14,7.27,12,6.23,20.77,72.72
P.HALDAR,,00580218O01813,6/28/2018,64.93,6,3.9,6,3.9,0,0,7.8,72.73
RAJA V STORE,,00580218O01814,6/28/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
RAJA V STORE,,00580218O01814,6/28/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
AZMAT STORE,,00580218O01815,6/28/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
AZMAT STORE,,00580218O01815,6/28/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
AZMAT STORE,,00580218O01815,6/28/2018,467.54,14,65.46,14,65.46,12,56.1,187.02,654.56
BIJAYA BETTLE SHOP,,00580218O01816,6/28/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
BIJAYA BETTLE SHOP,,00580218O01816,6/28/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
BIJAYA BETTLE SHOP,,00580218O01816,6/28/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
BIJAYA BETTLE SHOP,,00580218O01816,6/28/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
BIJAYA BETTLE SHOP,,00580218O01816,6/28/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
BIJAYA BETTLE SHOP,,00580218O01816,6/28/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
BIJAYA BETTLE SHOP,,00580218O01816,6/28/2018,150.66,9,13.56,9,13.56,0,0,27.12,177.78
BIJAYA BETTLE SHOP,,00580218O01816,6/28/2018,77.64,6,4.66,6,4.66,0,0,9.32,86.96
SAGAR F.L. SHOP,,00580218O01817,6/28/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
SAGAR F.L. SHOP,,00580218O01817,6/28/2018,115.56,9,10.4,9,10.4,0,0,20.8,136.36
SAGAR F.L. SHOP,,00580218O01817,6/28/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
SAGAR F.L. SHOP,,00580218O01817,6/28/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
SAGAR F.L. SHOP,,00580218O01817,6/28/2018,359.02,9,32.31,9,32.31,0,0,64.62,423.64
MAKSUD KHAN,,00580218O01818,6/28/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
MAKSUD KHAN,,00580218O01818,6/28/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
MAKSUD KHAN,,00580218O01818,6/28/2018,45.72,14,6.4,14,6.4,12,5.49,18.29,64.01
MAKSUD KHAN,,00580218O01818,6/28/2018,45.72,14,6.4,14,6.4,12,5.49,18.29,64.01
MAKSUD KHAN,,00580218O01818,6/28/2018,51.95,14,7.27,14,7.27,12,6.23,20.77,72.72
MAKSUD KHAN,,00580218O01818,6/28/2018,51.95,14,7.27,14,7.27,12,6.23,20.77,72.72
MAKSUD KHAN,,00580218O01818,6/28/2018,66.37,6,3.98,6,3.98,0,0,7.96,74.33
MAKSUD KHAN,,00580218O01818,6/28/2018,64.93,6,3.9,6,3.9,0,0,7.8,72.73
MAKSUD KHAN,,00580218O01818,6/28/2018,77.64,6,4.66,6,4.66,0,0,9.32,86.96
SAI KIRAN STORE,,00580218O01819,6/28/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
SAI KIRAN STORE,,00580218O01819,6/28/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
SAI KIRAN STORE,,00580218O01819,6/28/2018,107.71,9,9.69,9,9.69,0,0,19.38,127.09
SAI KIRAN STORE,,00580218O01819,6/28/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
SAI KIRAN STORE,,00580218O01819,6/28/2018,51.95,14,7.27,14,7.27,12,6.23,20.77,72.72
SAI KIRAN STORE,,00580218O01819,6/28/2018,51.95,14,7.27,14,7.27,12,6.23,20.77,72.72
SAI KIRAN STORE,,00580218O01819,6/28/2018,51.95,14,7.27,14,7.27,12,6.23,20.77,72.72
SAI KIRAN STORE,,00580218O01819,6/28/2018,77.64,6,4.66,6,4.66,0,0,9.32,86.96
BALAJI TEA HOUSE,,00580218O01820,6/28/2018,48.7,14,6.82,14,6.82,12,5.84,19.48,68.18
BALAJI TEA HOUSE,,00580218O01820,6/28/2018,48.7,14,6.82,14,6.82,12,5.84,19.48,68.18
BALAJI TEA HOUSE,,00580218O01820,6/28/2018,51.95,14,7.27,14,7.27,12,6.23,20.77,72.72
BALAJI TEA HOUSE,,00580218O01820,6/28/2018,51.95,14,7.27,14,7.27,12,6.23,20.77,72.72
BALAJI TEA HOUSE,,00580218O01820,6/28/2018,52.76,6,3.17,6,3.17,0,0,6.34,59.1
BALAJI TEA HOUSE,,00580218O01820,6/28/2018,32.47,6,1.95,6,1.95,0,0,3.9,36.37
KGN STORE,,00580218O01821,6/28/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
KGN STORE,,00580218O01821,6/28/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
KGN STORE,,00580218O01821,6/28/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
KGN STORE,,00580218O01821,6/28/2018,115.56,9,10.4,9,10.4,0,0,20.8,136.36
KGN STORE,,00580218O01821,6/28/2018,25.97,14,3.64,14,3.64,12,3.12,10.4,36.37
KGN STORE,,00580218O01821,6/28/2018,25.97,14,3.64,14,3.64,12,3.12,10.4,36.37
KGN STORE,,00580218O01821,6/28/2018,52.76,6,3.17,6,3.17,0,0,6.34,59.1
KGN STORE,,00580218O01821,6/28/2018,32.47,6,1.95,6,1.95,0,0,3.9,36.37
KGN STORE,,00580218O01821,6/28/2018,77.64,6,4.66,6,4.66,0,0,9.32,86.96
PRINCE VT STORE,,00580218O01822,6/28/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
PRINCE VT STORE,,00580218O01822,6/28/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
PRINCE VT STORE,,00580218O01822,6/28/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
PRINCE VT STORE,,00580218O01822,6/28/2018,38.96,14,5.45,14,5.45,12,4.68,15.58,54.54
PRINCE VT STORE,,00580218O01822,6/28/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
PRINCE VT STORE,,00580218O01822,6/28/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
HEENA VT STORE,,00580218O01823,6/28/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
HEENA VT STORE,,00580218O01823,6/28/2018,115.56,9,10.4,9,10.4,0,0,20.8,136.36
HEENA VT STORE,,00580218O01823,6/28/2018,107.71,9,9.69,9,9.69,0,0,19.38,127.09
HEENA VT STORE,,00580218O01823,6/28/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
HEENA VT STORE,,00580218O01823,6/28/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
HEENA VT STORE,,00580218O01823,6/28/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
HEENA VT STORE,,00580218O01823,6/28/2018,75.33,9,6.78,9,6.78,0,0,13.56,88.89
SRINIBAS STORE,,00580218O01824,6/28/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
SRINIBAS STORE,,00580218O01824,6/28/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
SRINIBAS STORE,,00580218O01824,6/28/2018,107.71,9,9.69,9,9.69,0,0,19.38,127.09
SRINIBAS STORE,,00580218O01824,6/28/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
SRINIBAS STORE,,00580218O01824,6/28/2018,51.95,14,7.27,14,7.27,12,6.23,20.77,72.72
SRINIBAS STORE,,00580218O01824,6/28/2018,25.97,14,3.64,14,3.64,12,3.12,10.4,36.37
SRINIBAS STORE,,00580218O01824,6/28/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
MADINA STORE,,00580218O01825,6/28/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
MADINA STORE,,00580218O01825,6/28/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
MADINA STORE,,00580218O01825,6/28/2018,107.71,9,9.69,9,9.69,0,0,19.38,127.09
MADINA STORE,,00580218O01825,6/28/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
MADINA STORE,,00580218O01825,6/28/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
MADINA STORE,,00580218O01825,6/28/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
BHAGAWATI  STORE,,00580218O01826,6/28/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
BHAGAWATI  STORE,,00580218O01826,6/28/2018,115.56,9,10.4,9,10.4,0,0,20.8,136.36
BHAGAWATI  STORE,,00580218O01826,6/28/2018,107.71,9,9.69,9,9.69,0,0,19.38,127.09
BHAGAWATI  STORE,,00580218O01826,6/28/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
BHAGAWATI  STORE,,00580218O01826,6/28/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
BHAGAWATI  STORE,,00580218O01826,6/28/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
BHGABATI STORE,,00580218O01827,6/28/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
BHGABATI STORE,,00580218O01827,6/28/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
OM VERITY STORE,,00580218O01828,6/28/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
OM VERITY STORE,,00580218O01828,6/28/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
OM VERITY STORE,,00580218O01828,6/28/2018,215.42,9,19.39,9,19.39,0,0,38.78,254.2
OM VERITY STORE,,00580218O01828,6/28/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
OM VERITY STORE,,00580218O01828,6/28/2018,52.76,6,3.17,6,3.17,0,0,6.34,59.1
SIDHU BINYAK STORE,,00580218O01829,6/28/2018,215.42,9,19.39,9,19.39,0,0,38.78,254.2
SIDHU BINYAK STORE,,00580218O01829,6/28/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
TIPTOP VT STORE,,00580218O01830,6/28/2018,467.54,14,65.46,14,65.46,12,56.1,187.02,654.56
UNIVERSAL VT N COMMUNICATION,,00580218O01831,6/28/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
UNIVERSAL VT N COMMUNICATION,,00580218O01831,6/28/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
UNIVERSAL VT N COMMUNICATION,,00580218O01831,6/28/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
UNIVERSAL VT N COMMUNICATION,,00580218O01831,6/28/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
UNIVERSAL VT N COMMUNICATION,,00580218O01831,6/28/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
UNIVERSAL VT N COMMUNICATION,,00580218O01831,6/28/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
MISHRA VT STORE,,00580218O01832,6/28/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
MISHRA VT STORE,,00580218O01832,6/28/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
MISHRA VT STORE,,00580218O01832,6/28/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
MISHRA VT STORE,,00580218O01832,6/28/2018,115.56,9,10.4,9,10.4,0,0,20.8,136.36
MISHRA VT STORE,,00580218O01832,6/28/2018,51.95,14,7.27,14,7.27,12,6.23,20.77,72.72
MISHRA VT STORE,,00580218O01832,6/28/2018,51.95,14,7.27,14,7.27,12,6.23,20.77,72.72
MISHRA VT STORE,,00580218O01832,6/28/2018,75.33,9,6.78,9,6.78,0,0,13.56,88.89
MISHRA VT STORE,,00580218O01832,6/28/2018,64.93,6,3.9,6,3.9,0,0,7.8,72.73
MISHRA VT STORE,,00580218O01832,6/28/2018,77.64,6,4.66,6,4.66,0,0,9.32,86.96
SEN N SEN 2,,00580218O01833,6/28/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
SEN N SEN 2,,00580218O01833,6/28/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
SEN N SEN 2,,00580218O01833,6/28/2018,301.32,9,27.12,9,27.12,0,0,54.24,355.56
GANESH VT STORE,,00580218O01834,6/28/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
GANESH VT STORE,,00580218O01834,6/28/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
Om snacks,,00580218O01835,6/28/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
Om snacks,,00580218O01835,6/28/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
Om snacks,,00580218O01835,6/28/2018,215.42,9,19.39,9,19.39,0,0,38.78,254.2
Om snacks,,00580218O01835,6/28/2018,45.72,14,6.4,14,6.4,12,5.49,18.29,64.01
Om snacks,,00580218O01835,6/28/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
Om snacks,,00580218O01835,6/28/2018,45.72,14,6.4,14,6.4,12,5.49,18.29,64.01
Maa santoshi sweets,,00580218O01836,6/28/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
Maa santoshi sweets,,00580218O01836,6/28/2018,115.56,9,10.4,9,10.4,0,0,20.8,136.36
Maa santoshi sweets,,00580218O01836,6/28/2018,215.42,9,19.39,9,19.39,0,0,38.78,254.2
Maa santoshi sweets,,00580218O01836,6/28/2018,45.72,14,6.4,14,6.4,12,5.49,18.29,64.01
Maa santoshi sweets,,00580218O01836,6/28/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
Maa santoshi sweets,,00580218O01836,6/28/2018,45.72,14,6.4,14,6.4,12,5.49,18.29,64.01
Maa santoshi sweets,,00580218O01836,6/28/2018,150.66,9,13.56,9,13.56,0,0,27.12,177.78
Bon Appetit,,00580218O01837,6/28/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
Bon Appetit,,00580218O01837,6/28/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
Bon Appetit,,00580218O01837,6/28/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
